time,open,high,low,close,volume
2015-01-19 16:00:00,210.0,225.51,210.0,225.51,0.41003
2015-01-19 20:00:00,210.0,225.51,210.0,225.51,0.41003
2015-01-20 00:00:00,210.0,225.51,210.0,225.51,0.41003
2015-01-20 04:00:00,210.0,225.51,210.0,225.51,0.41003
2015-01-20 08:00:00,210.0,225.51,210.0,225.51,0.41003
2015-01-20 12:00:00,210.0,225.51,210.0,225.51,0.41003
2015-01-20 16:00:00,215.0,215.0,208.0,208.0,0.02002
2015-01-20 20:00:00,217.0,218.0,217.0,218.0,0.02002
2015-01-21 00:00:00,219.0,224.0,219.0,224.0,0.03503
2015-01-21 04:00:00,219.0,224.0,219.0,224.0,0.03503
2015-01-21 08:00:00,219.0,224.0,219.0,224.0,0.03503
2015-01-21 12:00:00,219.0,224.0,219.0,224.0,0.03503
2015-01-21 16:00:00,219.0,224.0,219.0,224.0,0.03503
2015-01-21 20:00:00,220.0,225.51,220.0,225.51,0.10273
2015-01-22 00:00:00,245.5,257.73,216.59,246.62,4.33096
2015-01-22 04:00:00,217.59,239.67,217.59,226.32,0.03002
2015-01-22 08:00:00,217.59,239.67,217.59,226.32,0.03002
2015-01-22 12:00:00,217.59,239.67,217.59,226.32,0.03002
2015-01-22 16:00:00,217.59,239.67,217.59,226.32,0.03002
2015-01-22 20:00:00,217.59,239.67,217.59,226.32,0.03002
2015-01-23 00:00:00,217.59,239.67,217.59,226.32,0.03002
2015-01-23 04:00:00,217.59,239.67,217.59,226.32,0.03002
2015-01-23 08:00:00,217.59,239.67,217.59,226.32,0.03002
2015-01-23 12:00:00,217.59,239.67,217.59,226.32,0.03002
2015-01-23 16:00:00,230.0,230.0,215.0,215.0,0.08008
2015-01-23 20:00:00,232.0,235.0,232.0,235.0,0.10002
2015-01-24 00:00:00,215.0,216.0,215.0,216.0,0.02002
2015-01-24 04:00:00,215.0,216.0,215.0,216.0,0.02002
2015-01-24 08:00:00,215.0,216.0,215.0,216.0,0.02002
2015-01-24 12:00:00,215.0,216.0,215.0,216.0,0.02002
2015-01-24 16:00:00,235.0,241.0,235.0,241.0,0.21003
2015-01-24 20:00:00,250.58,250.58,240.0,240.0,1.51007
2015-01-25 00:00:00,248.02,255.05,247.55,253.81,6.5275
2015-01-25 04:00:00,251.74,251.74,250.52,250.52,1.11003
2015-01-25 08:00:00,250.17,250.49,245.82,245.82,31.7761
2015-01-25 12:00:00,247.9,252.53,245.32,247.47,141.85619
2015-01-25 16:00:00,247.71,249.8,247.08,249.8,55.62311
2015-01-25 20:00:00,250.33,256.26,250.3,254.53,241.86336
2015-01-26 00:00:00,262.78,290.0,260.43,281.79,470.02275
2015-01-26 04:00:00,277.7,298.28,277.7,284.73,600.99799
2015-01-26 08:00:00,299.0,307.46,298.24,300.0,75.84608
2015-01-26 12:00:00,306.55,322.72,241.43,269.0,3148.32046
2015-01-26 16:00:00,269.99,277.74,261.99,266.48,398.50773
2015-01-26 20:00:00,265.86,276.06,265.01,274.48,486.62847
2015-01-27 00:00:00,274.73,278.47,253.99,257.41,583.92379
2015-01-27 04:00:00,257.49,261.99,257.31,258.99,202.38007
2015-01-27 08:00:00,259.0,261.98,244.03,250.54,178.04767
2015-01-27 12:00:00,257.5,267.5,257.0,261.5,64.24491
2015-01-27 16:00:00,261.5,266.49,259.5,264.5,269.97636
2015-01-27 20:00:00,264.49,265.01,257.55,263.65,331.64688
2015-01-28 00:00:00,263.96,265.99,256.0,258.34,394.26218
2015-01-28 04:00:00,258.22,259.35,253.53,256.0,236.68718
2015-01-28 08:00:00,256.0,262.0,255.66,259.51,318.30019
2015-01-28 12:00:00,259.71,260.04,247.81,253.53,719.59297
2015-01-28 16:00:00,253.52,255.0,234.33,239.72,2031.15238
2015-01-28 20:00:00,239.0,242.8,228.5,236.09,1639.79872
2015-01-29 00:00:00,235.89,242.0,233.18,237.19,1098.02342
2015-01-29 04:00:00,237.19,238.76,229.22,230.61,975.24398
2015-01-29 08:00:00,232.27,234.97,225.0,225.13,429.38322
2015-01-29 12:00:00,225.24,233.02,221.14,231.6,1654.16165
2015-01-29 16:00:00,231.6,239.87,229.15,237.32,1374.5536
2015-01-29 20:00:00,237.3,240.0,232.58,235.03,1109.13686
2015-01-30 00:00:00,235.0,237.66,233.33,234.98,577.2299
2015-01-30 04:00:00,235.0,244.59,234.64,238.11,1002.95536
2015-01-30 08:00:00,237.86,238.16,231.71,234.08,391.98794
2015-01-30 12:00:00,233.72,235.75,227.89,230.09,987.47284
2015-01-30 16:00:00,230.31,234.49,228.54,231.85,1725.06494
2015-01-30 20:00:00,231.85,234.0,228.52,229.07,1089.59425
2015-01-31 00:00:00,229.0,231.99,227.0,227.45,1062.99758
2015-01-31 04:00:00,227.5,232.25,226.24,232.23,723.50807
2015-01-31 08:00:00,231.92,234.67,230.0,230.01,218.8631
2015-01-31 12:00:00,230.7,234.1,229.06,232.0,741.39102
2015-01-31 16:00:00,231.8,233.99,228.65,229.3,1016.00817
2015-01-31 20:00:00,228.92,230.08,217.11,218.45,1832.81925
2015-02-01 00:00:00,218.67,220.73,216.16,218.6,1071.79441
2015-02-01 04:00:00,218.99,220.11,217.17,219.14,668.6703
2015-02-01 08:00:00,219.11,219.7,212.2,213.72,598.93467
2015-02-01 12:00:00,214.0,218.52,210.0,217.48,1012.4781
2015-02-01 16:00:00,217.85,229.05,217.85,228.25,2159.9265
2015-02-01 20:00:00,228.25,233.79,226.14,228.99,1721.68152
2015-02-02 00:00:00,228.39,231.76,225.89,228.71,897.56628
2015-02-02 04:00:00,229.0,229.99,222.17,224.8,556.43439
2015-02-02 08:00:00,224.91,226.97,223.89,226.05,353.29504
2015-02-02 12:00:00,226.08,230.51,221.54,223.34,1322.04493
2015-02-02 16:00:00,223.3,228.0,220.89,227.0,1901.59802
2015-02-02 20:00:00,226.59,240.1,225.18,237.83,2420.70528
2015-02-03 00:00:00,237.01,242.0,236.88,237.7,1362.57944
2015-02-03 04:00:00,237.79,239.51,237.03,238.69,350.79324
2015-02-03 08:00:00,238.69,243.9,236.9,240.84,585.75128
2015-02-03 12:00:00,240.84,243.07,236.01,236.51,1351.12261
2015-02-03 16:00:00,236.89,242.22,227.45,230.0,3226.70064
2015-02-03 20:00:00,229.99,230.82,225.32,228.58,1445.00677
2015-02-04 00:00:00,228.77,230.25,226.89,226.99,1323.61196
2015-02-04 04:00:00,226.91,229.04,222.06,223.5,1378.59096
2015-02-04 08:00:00,223.5,228.79,221.85,227.3,790.91007
2015-02-04 12:00:00,227.36,229.2,222.05,226.01,1332.43549
2015-02-04 16:00:00,226.01,228.0,221.5,228.0,2076.92723
2015-02-04 20:00:00,228.0,230.99,224.39,227.11,2244.35589
2015-02-05 00:00:00,227.11,228.9,226.21,227.26,848.71617
2015-02-05 04:00:00,227.21,227.94,223.41,226.47,577.13255
2015-02-05 08:00:00,226.39,227.15,224.35,225.24,273.71849
2015-02-05 12:00:00,225.5,226.35,215.0,216.61,1773.61348
2015-02-05 16:00:00,217.52,224.25,215.3,219.11,2290.82853
2015-02-05 20:00:00,218.52,219.98,216.0,216.76,1641.30367
2015-02-06 00:00:00,216.84,220.97,216.46,220.4,1133.19181
2015-02-06 04:00:00,220.49,221.97,216.48,218.0,1058.68493
2015-02-06 08:00:00,218.0,220.25,216.71,218.71,288.63859
2015-02-06 12:00:00,218.67,225.0,216.03,223.7,765.99671
2015-02-06 16:00:00,223.99,226.64,222.03,223.14,1436.9125
2015-02-06 20:00:00,223.05,224.7,220.43,223.2,1010.52911
2015-02-07 00:00:00,223.2,226.23,222.67,225.83,645.18729
2015-02-07 04:00:00,225.84,226.4,224.02,224.48,308.96341
2015-02-07 08:00:00,224.39,230.3,223.35,229.87,706.18231
2015-02-07 12:00:00,229.73,230.5,225.0,225.57,465.62759
2015-02-07 16:00:00,225.66,228.61,224.95,228.43,1275.53584
2015-02-07 20:00:00,228.43,229.79,227.55,229.0,698.51351
2015-02-08 00:00:00,229.16,229.47,227.01,228.37,692.1043
2015-02-08 04:00:00,228.31,228.74,225.0,226.15,493.80798
2015-02-08 08:00:00,226.28,231.6,226.28,229.5,408.15515
2015-02-08 12:00:00,229.5,229.5,221.0,222.09,1141.7585
2015-02-08 16:00:00,221.97,223.95,220.0,223.42,896.62501
2015-02-08 20:00:00,223.43,224.85,222.77,223.99,662.15513
2015-02-09 00:00:00,224.01,225.0,222.65,224.93,1157.52713
2015-02-09 04:00:00,224.93,225.0,221.51,223.54,813.02674
2015-02-09 08:00:00,223.55,224.41,221.3,221.3,299.7689
2015-02-09 12:00:00,221.39,221.39,216.81,219.34,1664.57214
2015-02-09 16:00:00,219.48,222.11,216.45,219.72,1605.65868
2015-02-09 20:00:00,219.75,222.7,219.75,221.1,1010.80187
2015-02-10 00:00:00,221.13,221.92,220.0,221.21,483.57368
2015-02-10 04:00:00,221.22,221.81,215.5,217.59,861.686
2015-02-10 08:00:00,217.55,218.41,215.8,216.77,551.73997
2015-02-10 12:00:00,216.69,217.98,215.0,216.78,735.99935
2015-02-10 16:00:00,216.5,221.25,215.99,220.05,1686.51468
2015-02-10 20:00:00,220.07,222.0,219.99,220.87,1078.37654
2015-02-11 00:00:00,221.07,223.55,219.67,223.34,1911.91286
2015-02-11 04:00:00,223.34,223.61,220.67,220.9,817.34998
2015-02-11 08:00:00,221.08,222.1,219.0,221.05,664.01617
2015-02-11 12:00:00,221.04,222.76,218.0,222.09,1201.00002
2015-02-11 16:00:00,221.95,223.2,219.77,220.12,2171.34346
2015-02-11 20:00:00,220.11,222.08,217.46,219.81,2221.23929
2015-02-12 00:00:00,219.96,220.93,218.06,219.0,1350.87246
2015-02-12 04:00:00,219.09,219.75,218.0,218.1,964.54194
2015-02-12 08:00:00,218.3,219.87,218.08,219.31,522.91541
2015-02-12 12:00:00,219.4,221.99,218.33,220.72,1419.25409
2015-02-12 16:00:00,220.95,224.61,220.23,222.22,2139.60555
2015-02-12 20:00:00,222.41,224.44,222.0,223.21,1436.30288
2015-02-13 00:00:00,223.2,224.61,221.55,224.56,1461.28166
2015-02-13 04:00:00,224.61,234.99,224.17,230.71,3388.83609
2015-02-13 08:00:00,230.71,238.99,230.22,236.43,1594.28815
2015-02-13 12:00:00,236.37,242.12,235.33,241.12,2938.62535
2015-02-13 16:00:00,241.11,242.36,236.0,237.2,3705.85704
2015-02-13 20:00:00,237.18,238.77,234.96,236.49,2169.0967
2015-02-14 00:00:00,236.92,239.86,236.08,239.81,1395.73462
2015-02-14 04:00:00,239.47,251.58,239.09,248.99,4114.7685
2015-02-14 08:00:00,248.86,251.71,247.13,247.23,1368.43561
2015-02-14 12:00:00,247.55,249.76,243.79,248.31,1340.34086
2015-02-14 16:00:00,248.32,249.5,244.81,247.78,2012.39143
2015-02-14 20:00:00,247.78,259.98,247.53,256.66,5088.43904
2015-02-15 00:00:00,256.66,263.13,247.65,248.28,2314.61842
2015-02-15 04:00:00,255.34,259.9,243.0,257.49,1966.24933
2015-02-15 08:00:00,257.49,267.86,252.5,255.01,2396.38676
2015-02-15 12:00:00,255.13,255.13,240.12,243.73,3144.79426
2015-02-15 16:00:00,243.75,246.69,234.88,235.0,3742.37066
2015-02-15 20:00:00,235.0,235.79,228.0,235.54,3379.38393
2015-02-16 00:00:00,235.54,235.86,229.6,230.72,1911.06961
2015-02-16 04:00:00,230.72,235.85,230.5,233.57,1002.89199
2015-02-16 08:00:00,233.43,241.0,231.55,234.44,2037.00473
2015-02-16 12:00:00,234.23,237.97,231.69,236.04,1334.48749
2015-02-16 16:00:00,236.04,238.8,231.95,237.42,2210.69746
2015-02-16 20:00:00,237.84,240.05,234.04,234.68,2009.7047
2015-02-17 00:00:00,234.41,236.78,233.0,236.1,1397.44284
2015-02-17 04:00:00,235.99,238.12,234.55,236.48,895.12601
2015-02-17 08:00:00,236.58,240.9,236.58,238.0,842.46187
2015-02-17 12:00:00,238.11,241.2,235.55,239.76,2883.37262
2015-02-17 16:00:00,239.77,248.0,239.32,243.76,5254.16424
2015-02-17 20:00:00,243.84,245.12,235.11,244.82,5533.30278
2015-02-18 00:00:00,244.9,245.11,241.83,244.15,3025.89163
2015-02-18 04:00:00,244.15,246.0,240.44,242.54,1720.48983
2015-02-18 08:00:00,242.54,243.52,240.23,242.52,480.47552
2015-02-18 12:00:00,242.5,244.63,236.26,237.34,1721.55539
2015-02-18 16:00:00,237.35,240.29,232.56,234.5,3144.29823
2015-02-18 20:00:00,234.49,238.1,231.93,237.49,2833.22651
2015-02-19 00:00:00,237.49,238.77,235.58,237.62,1594.30914
2015-02-19 04:00:00,237.61,238.38,236.0,236.6,922.53934
2015-02-19 08:00:00,236.59,239.47,236.0,238.83,502.39133
2015-02-19 12:00:00,238.75,239.04,236.88,238.0,1203.62766
2015-02-19 16:00:00,238.48,245.0,238.07,242.53,2317.53808
2015-02-19 20:00:00,242.36,243.73,238.7,240.9,2927.30647
2015-02-20 00:00:00,241.11,242.75,239.99,242.69,1571.8721
2015-02-20 04:00:00,242.69,245.84,242.62,244.77,1908.79019
2015-02-20 08:00:00,244.77,248.32,244.15,244.73,1185.8736
2015-02-20 12:00:00,244.85,247.5,241.89,246.2,1960.88442
2015-02-20 16:00:00,246.2,246.6,241.95,243.22,2702.68373
2015-02-20 20:00:00,243.03,246.8,241.76,245.34,1871.72183
2015-02-21 00:00:00,245.34,248.0,244.06,247.29,1168.49027
2015-02-21 04:00:00,247.01,248.43,245.0,245.69,1327.09131
2015-02-21 08:00:00,245.6,246.91,244.68,246.01,384.54167
2015-02-21 12:00:00,245.28,246.91,244.0,245.09,725.33361
2015-02-21 16:00:00,245.09,246.27,244.31,244.95,1228.29088
2015-02-21 20:00:00,244.95,246.07,244.3,245.99,1380.216
2015-02-22 00:00:00,245.72,247.48,245.7,246.2,1246.37671
2015-02-22 04:00:00,246.04,246.99,245.75,246.59,511.19008
2015-02-22 08:00:00,246.59,246.72,245.23,245.33,333.03786
2015-02-22 12:00:00,245.68,245.86,236.0,240.63,2126.02587
2015-02-22 16:00:00,240.12,246.24,234.01,236.73,2803.77686
2015-02-22 20:00:00,236.73,237.97,235.33,236.83,1257.62437
2015-02-23 00:00:00,236.83,240.0,236.35,237.32,1343.75154
2015-02-23 04:00:00,237.17,238.92,236.32,237.02,653.08394
2015-02-23 08:00:00,237.02,237.92,233.0,234.11,693.98185
2015-02-23 12:00:00,234.11,237.37,232.0,236.75,1843.32765
2015-02-23 16:00:00,236.74,238.9,236.44,237.39,2032.18441
2015-02-23 20:00:00,237.39,240.97,235.46,239.49,3460.89062
2015-02-24 00:00:00,239.49,241.03,238.92,240.0,1662.05787
2015-02-24 04:00:00,240.08,240.77,235.51,238.03,1409.61735
2015-02-24 08:00:00,237.6,238.98,236.69,238.7,334.46048
2015-02-24 12:00:00,238.58,241.08,236.0,236.0,1834.55142
2015-02-24 16:00:00,238.01,240.13,237.23,239.5,1682.81536
2015-02-24 20:00:00,239.52,241.91,238.51,239.87,2000.10929
2015-02-25 00:00:00,239.87,241.0,238.93,239.76,1186.3158
2015-02-25 04:00:00,239.73,240.25,237.26,238.29,1291.562
2015-02-25 08:00:00,238.28,238.31,235.44,237.59,744.15324
2015-02-25 12:00:00,237.42,239.77,235.1,238.7,1486.9664
2015-02-25 16:00:00,238.7,239.49,238.21,238.77,1586.32154
2015-02-25 20:00:00,238.78,239.18,237.5,238.19,1545.59957
2015-02-26 00:00:00,238.21,238.47,234.33,236.6,2039.70074
2015-02-26 04:00:00,236.58,238.37,235.35,236.34,1298.97214
2015-02-26 08:00:00,236.33,237.67,234.33,237.11,667.45098
2015-02-26 12:00:00,237.08,237.61,234.39,237.49,1140.82415
2015-02-26 16:00:00,237.41,238.4,237.05,238.0,1896.17403
2015-02-26 20:00:00,238.01,238.07,235.58,237.11,1506.74879
2015-02-27 00:00:00,237.21,253.01,236.29,252.99,3140.93545
2015-02-27 04:00:00,252.99,259.0,247.41,251.71,7608.79213
2015-02-27 08:00:00,251.88,255.0,249.31,252.34,1074.47426
2015-02-27 12:00:00,252.32,256.56,250.87,253.23,3030.55625
2015-02-27 16:00:00,252.99,258.99,252.46,256.21,2908.87043
2015-02-27 20:00:00,256.19,257.37,253.76,254.42,2937.23283
2015-02-28 00:00:00,254.42,256.97,251.14,253.82,1937.53532
2015-02-28 04:00:00,253.83,254.02,250.0,252.5,1604.59409
2015-02-28 08:00:00,252.38,255.29,251.32,253.65,744.37796
2015-02-28 12:00:00,253.51,254.65,252.0,253.35,596.33732
2015-02-28 16:00:00,253.41,255.22,252.22,253.89,1185.80972
2015-02-28 20:00:00,253.86,256.29,253.63,255.59,1417.83151
2015-03-01 00:00:00,255.73,255.77,254.0,254.7,991.94512
2015-03-01 04:00:00,254.74,255.5,254.34,254.55,746.02417
2015-03-01 08:00:00,254.68,254.83,253.77,254.33,397.81289
2015-03-01 12:00:00,254.07,254.07,244.88,249.0,2013.29335
2015-03-01 16:00:00,249.0,250.11,247.09,248.83,1389.46877
2015-03-01 20:00:00,248.99,262.0,248.31,260.24,4881.04447
2015-03-02 00:00:00,260.29,261.47,257.25,261.0,1986.77745
2015-03-02 04:00:00,260.87,263.13,258.21,261.64,2628.24658
2015-03-02 08:00:00,261.77,262.1,258.71,259.97,942.22481
2015-03-02 12:00:00,260.12,263.0,256.6,262.49,1717.91468
2015-03-02 16:00:00,262.49,273.15,262.01,270.38,5841.31847
2015-03-02 20:00:00,270.93,279.8,270.0,276.7,5100.76326
2015-03-03 00:00:00,276.79,278.87,271.0,276.24,3303.50705
2015-03-03 04:00:00,276.24,278.5,274.15,275.55,1729.5413
2015-03-03 08:00:00,275.98,280.0,269.71,270.72,1924.73141
2015-03-03 12:00:00,270.47,274.25,267.07,268.74,2920.97742
2015-03-03 16:00:00,268.89,285.0,267.94,283.65,4782.64452
2015-03-03 20:00:00,283.65,289.5,281.5,283.27,4168.46719
2015-03-04 00:00:00,283.09,287.0,277.26,279.38,2849.95804
2015-03-04 04:00:00,279.92,283.12,277.75,278.75,2353.26155
2015-03-04 08:00:00,278.89,280.26,277.0,279.25,922.59637
2015-03-04 12:00:00,279.22,284.99,276.42,282.35,2128.94986
2015-03-04 16:00:00,282.3,285.0,279.01,280.5,2212.9291
2015-03-04 20:00:00,280.24,281.05,267.39,273.37,4285.99851
2015-03-05 00:00:00,273.38,274.68,269.43,270.5,1599.88737
2015-03-05 04:00:00,270.5,273.13,268.99,270.95,1512.55334
2015-03-05 08:00:00,270.9,272.0,267.0,268.96,584.96953
2015-03-05 12:00:00,268.77,271.96,266.24,270.14,1356.23493
2015-03-05 16:00:00,269.88,270.36,262.49,267.39,2765.52063
2015-03-05 20:00:00,267.45,281.09,267.0,276.86,3815.80252
2015-03-06 00:00:00,276.54,280.0,275.0,276.51,1935.60608
2015-03-06 04:00:00,276.57,277.14,270.2,270.94,1291.42004
2015-03-06 08:00:00,270.94,274.04,270.21,271.38,474.41351
2015-03-06 12:00:00,271.35,274.74,269.12,274.4,1787.40592
2015-03-06 16:00:00,274.41,275.58,271.0,273.37,1811.94495
2015-03-06 20:00:00,273.38,275.25,270.55,273.23,2844.0632
2015-03-07 00:00:00,273.22,274.1,270.85,272.37,1115.47641
2015-03-07 04:00:00,272.64,273.79,270.55,272.34,1008.12311
2015-03-07 08:00:00,272.36,272.9,270.97,272.41,329.72999
2015-03-07 12:00:00,272.43,273.79,272.16,273.49,689.44327
2015-03-07 16:00:00,273.49,279.44,273.25,278.08,1544.46061
2015-03-07 20:00:00,278.08,278.99,275.84,276.89,1534.7709
2015-03-08 00:00:00,276.86,278.0,276.16,277.48,929.96883
2015-03-08 04:00:00,277.48,278.97,277.0,278.07,804.3101
2015-03-08 08:00:00,278.07,278.22,272.42,274.57,477.51649
2015-03-08 12:00:00,274.56,274.89,270.29,274.69,859.30286
2015-03-08 16:00:00,274.51,276.0,273.44,274.91,921.08259
2015-03-08 20:00:00,275.28,277.47,273.96,275.5,1146.66072
2015-03-09 00:00:00,275.47,279.39,275.0,278.6,1707.76027
2015-03-09 04:00:00,278.43,281.0,277.36,279.95,1464.03448
2015-03-09 08:00:00,280.08,283.11,278.86,280.6,738.02203
2015-03-09 12:00:00,280.6,286.64,277.36,284.43,1952.07918
2015-03-09 16:00:00,284.43,291.79,283.54,291.62,4121.65239
2015-03-09 20:00:00,291.67,294.42,286.48,290.19,3752.71827
2015-03-10 00:00:00,290.2,298.87,289.82,296.81,3627.09742
2015-03-10 04:00:00,297.22,298.25,293.28,293.7,2194.7728
2015-03-10 08:00:00,293.31,297.15,291.44,295.3,775.51081
2015-03-10 12:00:00,295.28,299.0,290.6,294.53,3598.73097
2015-03-10 16:00:00,294.72,299.48,294.72,297.31,3517.58404
2015-03-10 20:00:00,297.31,298.12,291.32,293.47,2557.34
2015-03-11 00:00:00,293.46,294.77,290.51,293.23,2366.12508
2015-03-11 04:00:00,293.23,295.0,291.2,292.49,1394.21093
2015-03-11 08:00:00,292.32,296.18,291.89,292.88,1034.57726
2015-03-11 12:00:00,292.88,296.78,292.35,296.3,1403.45469
2015-03-11 16:00:00,296.3,297.8,294.54,296.91,2065.09506
2015-03-11 20:00:00,296.93,297.8,294.25,296.99,1513.08038
2015-03-12 00:00:00,296.98,297.45,291.87,293.46,2112.25651
2015-03-12 04:00:00,293.32,294.88,292.66,293.34,899.44542
2015-03-12 08:00:00,293.35,295.0,292.92,293.67,613.60889
2015-03-12 12:00:00,293.67,296.53,292.15,295.72,1628.66936
2015-03-12 16:00:00,295.72,298.9,295.5,297.36,2620.28471
2015-03-12 20:00:00,297.37,297.69,294.09,296.05,1766.68434
2015-03-13 00:00:00,295.87,296.43,293.98,294.76,1274.473
2015-03-13 04:00:00,294.58,295.5,286.67,290.56,2725.11688
2015-03-13 08:00:00,290.52,293.2,287.25,290.85,1750.07246
2015-03-13 12:00:00,290.8,293.73,289.53,291.58,1515.31472
2015-03-13 16:00:00,291.63,292.96,284.86,287.88,2801.18826
2015-03-13 20:00:00,287.89,290.1,284.0,284.0,1973.54167
2015-03-14 00:00:00,284.37,286.94,280.86,284.0,2102.76542
2015-03-14 04:00:00,283.96,287.48,283.74,285.51,922.61608
2015-03-14 08:00:00,285.4,286.13,283.07,284.64,342.45394
2015-03-14 12:00:00,284.64,287.77,283.61,287.52,816.47417
2015-03-14 16:00:00,287.46,289.0,282.18,285.39,1805.10996
2015-03-14 20:00:00,285.39,286.67,282.39,283.95,1293.19054
2015-03-15 00:00:00,283.77,285.64,282.5,285.5,914.61069
2015-03-15 04:00:00,285.5,286.63,284.71,286.39,537.24222
2015-03-15 08:00:00,286.6,286.63,284.0,286.48,342.86391
2015-03-15 12:00:00,286.49,287.8,286.18,286.61,571.00001
2015-03-15 16:00:00,286.8,287.68,285.94,287.61,720.92282
2015-03-15 20:00:00,287.46,289.24,286.1,288.0,1329.25353
2015-03-16 00:00:00,287.99,294.38,287.41,293.14,2305.65945
2015-03-16 04:00:00,293.14,294.99,291.99,292.68,1121.80356
2015-03-16 08:00:00,292.64,294.5,291.63,293.37,511.82835
